"","ServiceAddressStreetNumber","ServiceAddressStreetName","PREMISESALESCLASSDESC","Sales Class","Active/Inactive","SW StatusCode","Status Code","BILLABLEIMPERVIOUSACRES","PARCELSIZE","IMPERVIOUSSIZE","ACCOUNTTAXTYPE","Tax Description","Customer Class","BILLINGCYCLENUMBER","PREMISECYCLENUMBER","Bunch Code","SW Last Billing Date","SW Last Amount Billed","SW Last Paid Date","SW Final Shut Off Date","WA Last Billing Date","WA Last Amount Billed","WA Last Paid Date","WA Final Shut Off Date","WA ActiveCode","WA ActiveCodeDesc","WA StatusCode","WA StatusDescription","WALANDLORDCODE","WAONWERTENANTFLAG","S-Current","S-30-60","S-60+","W-Current","W-30-60","W-60+","T-Current","T-30-60","T-60+","Total","61+ Days >150","61+ Days <150","Zero balance","Meter (Yes/No)","Status Code2","Breakdown","New Sales Class","Address"
"1592","7200","MINOCK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.1,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,73.64,4062021,0,5272021,23.36,4062021,0,0,NA,0,NA,0,"O",73.64,67.93,133.55,23.36,20.75,39.93,97,88.68,173.48,359.16,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7200 MINOCK ST"
"1593","7300","MINOCK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,439.84,5042021,0,5172021,192.88,5042021,0,0,NA,0,NA,0,"O",439.84,0.01,465.57,192.88,0,1269.79,632.72,0.01,1735.36,2368.09,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 MINOCK ST"
"1594","7600","MINOCK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.15,0.06,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,126.01,6022021,0,5172021,49.44,6022021,0,0,NA,0,NA,0,"O",126.01,80.36,183.88,49.44,28.57,122.58,175.45,108.93,306.46,590.84,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7600 MINOCK ST"
"1595","7300","GRANDVILLE AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,35.72,4282021,0,5172021,10.32,4282021,0,0,NA,0,NA,0,"O",35.72,0,98.69,10.32,0,37.78,46.04,0,136.47,182.51,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","7300 GRANDVILLE AVE"
"1596","7300","WESTWOOD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,51.83,5102021,0,5172021,15.53,5102021,0,0,NA,0,NA,0,"O",51.83,0,215.04,15.53,0,102.1,67.36,0,317.14,384.5,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 WESTWOOD ST"
"1597","7700","WESTWOOD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.09,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,55.36,5042021,0,5272021,32.42,5042021,0,0,NA,0,NA,0,"O",55.36,0,336.83,32.42,0,125.13,87.78,0,461.96,549.74,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7700 WESTWOOD ST"
"1598","7200","PIEDMONT ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.06,0.14,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,8182020,11112020,5272021,0,6222020,11112020,2,NA,0,NA,0,"O",0,0,174.15,0,0,57.9,0,0,232.05,232.05,1,0,1,"NO","NORMAL","A $150-$500","RESIDENTIAL","7200 PIEDMONT ST"
"1599","7300","PIEDMONT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.1,0.12,0.1,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,62.73,4242021,0,5272021,23.36,4242021,0,0,NA,0,NA,0,"O",62.73,62.73,165.63,23.36,23.36,47.52,86.09,86.09,213.15,385.33,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 PIEDMONT ST"
"1600","7600","PIEDMONT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,68.95,4072021,0,5272021,23.36,4072021,0,0,NA,0,NA,0,"O",68.95,86.06,725.12,23.36,31.18,214.28,92.31,117.24,939.4,1148.95,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7600 PIEDMONT ST"
"1601","7200","ARTESIAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,39.25,5282021,0,5272021,27.21,5282021,0,0,NA,0,NA,0,"O",0,0,1036.86,0,0,980.32,0,0,2017.18,2017.18,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7200 ARTESIAN ST"
"1602","7300","ARTESIAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,52.83,10022020,0,5272021,18.14,10022020,0,0,NA,0,NA,0,"O",52.83,52.83,993.93,18.14,18.14,353.41,70.97,70.97,1347.34,1489.28,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 ARTESIAN ST"
"1603","7200","WARWICK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,27.83,5292021,0,5272021,18.14,5292021,0,0,NA,0,NA,0,"O",27.83,16.42,101.97,18.14,12.93,54.69,45.97,29.35,156.66,231.98,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7200 WARWICK ST"
"1604","7300","STAHELIN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,45.97,3252021,0,5272021,28.57,3252021,0,0,NA,0,NA,0,"O",45.97,34.56,940.6,28.57,23.36,376.82,74.54,57.92,1317.42,1449.88,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 STAHELIN AVE"
"1605","7600","STAHELIN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,49.65,5202021,0,5272021,25.97,5202021,0,0,NA,0,NA,0,"O",49.65,0,456.99,25.97,0,161.58,75.62,0,618.57,694.19,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7600 STAHELIN AVE"
"1606","7400","ARTESIAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.13,0.06,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,34.71,5262021,0,5172021,7.71,5262021,0,0,NA,0,NA,0,"O",34.71,40.42,359.61,7.71,10.32,88.4,42.42,50.74,448.01,541.17,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 ARTESIAN ST"
"1607","7700","ARTESIAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.08,0.11,0.08,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,78.34,5062021,0,5272021,23.36,5062021,0,0,NA,0,NA,0,"O",81.12,55.51,127.75,24.01,12.93,39.48,105.13,68.44,167.23,340.8,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7700 ARTESIAN ST"
"1608","7300","BRACE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,41.42,12292020,0,5272021,12.93,12292020,0,0,NA,0,NA,0,"O",43.49,43.49,174.06,13.58,13.58,183.34,57.07,57.07,357.4,471.54,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 BRACE ST"
"1609","7200","FAUST AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,75.66,5052021,0,5172021,28.57,5052021,0,0,NA,0,NA,0,"O",75.66,0,328.48,28.57,0,126.43,104.23,0,454.91,559.14,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7200 FAUST AVE"
"1610","7400","FAUST AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.1,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,42.93,4202021,0,5272021,20.75,4202021,0,0,NA,0,NA,0,"O",42.93,54.34,334.98,20.75,25.97,78.59,63.68,80.31,413.57,557.56,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 FAUST AVE"
"1611","7300","GREENVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,28.85,5202021,0,5272021,20.75,5202021,0,0,NA,0,NA,0,"O",28.85,0,1721.3,20.75,0,1118.45,49.6,0,2839.75,2889.35,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 GREENVIEW AVE"
"1612","7600","GREENVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,-18.46,1102021,5032017,5272021,7.71,1102021,5032017,0,NA,0,NA,0,"O",0,0,261.45,7.71,7.71,221.77,7.71,7.71,483.22,498.64,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7600 GREENVIEW AVE"
"1613","7200","PENROD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,5182021,0,5272021,19.38,5182021,0,0,NA,0,NA,0,"O",22.13,0,470.13,19.38,0,173.2,41.51,0,643.33,684.84,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7200 PENROD ST"
"1614","7300","PENROD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,49.65,5132021,0,5272021,25.97,5132021,0,0,NA,0,NA,0,"O",49.65,0,334.27,25.97,0,86.03,75.62,0,420.3,495.92,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 PENROD ST"
"1615","7600","PENROD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,63.24,5242021,0,5172021,20.75,5242021,0,0,NA,0,NA,0,"O",63.24,80.36,344.64,20.75,28.57,114.06,83.99,108.93,458.7,651.62,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7600 PENROD ST"
"1616","7700","PENROD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.12,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,38.24,5192021,0,5272021,20.75,5192021,0,0,NA,0,NA,0,"O",38.24,0,189.92,20.75,0,59.57,58.99,0,249.49,308.48,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7700 PENROD ST"
"1617","7300","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,43.95,5242021,0,5272021,23.36,5242021,0,0,NA,0,NA,0,"O",43.95,0,764.33,23.36,0,289.02,67.31,0,1053.35,1120.66,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7300 ASHTON AVE"
"1618","7600","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,58.54,5142021,0,5172021,20.75,5142021,0,0,NA,0,NA,0,"O",58.54,64.25,335.28,20.75,23.36,110.64,79.29,87.61,445.92,612.82,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7600 ASHTON AVE"
"1619","7400","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.11,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,48.64,5112021,0,5272021,23.36,5112021,0,0,NA,0,NA,0,"O",48.64,0,187.38,23.36,0,41.95,72,0,229.33,301.33,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7400 ROSEMONT AVE"
"1620","7600","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,69.95,8272019,0,5272021,25.97,8272019,0,0,NA,0,NA,0,"O",69.95,69.95,1575.74,25.97,25.97,915.47,95.92,95.92,2491.21,2683.05,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7600 ROSEMONT AVE"
"1621","6400","BRACE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.12,0.03,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,20.62,5102021,0,5172021,7.71,5102021,0,0,NA,0,NA,0,"O",20.62,0,458.07,7.71,0,192.57,28.33,0,650.64,678.97,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","6400 BRACE ST"
"1622","7300","FAUST AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,53.85,5202021,0,5272021,20.75,5202021,0,0,NA,0,NA,0,"O",55.29,28.85,240.43,21.79,20.75,91.94,77.08,49.6,332.37,459.05,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","7300 FAUST AVE"
"1623","7800","STAHELIN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.17,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,6.03,2102019,0,5272021,10.32,2102019,0,0,NA,0,NA,0,"O",6.03,0.32,601.86,10.32,7.71,181.02,16.35,8.03,782.88,807.26,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","7800 STAHELIN AVE"
"1624","7200","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,61.06,4182021,0,5272021,31.18,4182021,0,0,NA,0,NA,0,"O",61.06,49.65,5190.75,31.18,25.97,2290.56,92.24,75.62,7481.31,7649.17,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","7200 ASHTON AVE"
"1625","6100","AUBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,29.86,5212021,0,5272021,27.21,5212021,0,0,NA,0,NA,0,"O",29.86,0,154.17,27.21,0,89.35,57.07,0,243.52,300.59,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6100 AUBURN ST"
"1626","6800","PENROD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,80.72,5052021,0,5172021,41.61,5052021,0,0,NA,0,NA,0,"O",80.72,0,158.85,41.61,0,89.55,122.33,0,248.4,370.73,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6800 PENROD ST"
"1627","6500","GRANDVILLE AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.09,0.03,0,"RESIDENTIAL","RESIDENTIAL",55,55,NA,5172021,71.97,5072021,0,5172021,31.18,5072021,0,0,NA,0,NA,0,"O",71.97,0,203.79,31.18,0,89.15,103.15,0,292.94,396.09,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6500 GRANDVILLE AVE"
"1628","20100","W WARREN AVE","CITY COMMERCIAL","COMMERCIAL","Active",7,"WATER OFF",0.17,0.184,0.17,1,"COMMERCIAL","COMMERCIAL",54,54,NA,5172021,118.67,4222021,0,5172021,14.17,4222021,0,0,NA,7,NA,0,"O",118.67,118.67,1814.04,14.17,14.17,356.24,132.84,132.84,2170.28,2435.96,1,0,1,"YES","OTHER","C $1000+","COMMERCIAL","20100 W WARREN AVE"
"1629","6300","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,289.3,5062021,0,5272021,135.5,5062021,0,0,NA,0,NA,0,"O",289.3,0,1035.19,135.5,0,359.87,424.8,0,1395.06,1819.86,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","6300 PLAINVIEW AVE"
"1630","6400","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,11.73,4262021,0,5272021,12.93,4262021,0,0,NA,0,NA,0,"O",11.73,17.44,653.63,12.93,15.53,256.37,24.66,32.97,910,967.63,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","6400 PLAINVIEW AVE"
"1631","6700","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,149.84,5232021,0,5172021,62.48,5232021,0,0,NA,0,NA,0,"O",149.84,132.01,0,62.48,55.25,0,212.32,187.26,0,399.58,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","6700 PLAINVIEW AVE"
"1632","6800","PLAINVIEW AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,32.53,4292021,0,5272021,18.14,4292021,0,0,NA,0,NA,0,"O",32.53,0,335.4,18.14,0,98.22,50.67,0,433.62,484.29,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","6800 PLAINVIEW AVE"
"1633","8000","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.12,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,7.03,4192021,0,5272021,12.93,4192021,0,0,NA,0,NA,0,"O",7.03,12.74,569.79,12.93,15.53,237.77,19.96,28.27,807.56,855.79,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","8000 ROSEMONT AVE"
"1634","8400","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.14,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,66.27,9222020,0,5272021,28.57,9222020,0,0,NA,0,NA,0,"O",66.27,54.86,2624.85,28.57,23.36,1382.29,94.84,78.22,4007.14,4180.2,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8400 ROSEMONT AVE"
"1635","8600","ROSEMONT AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.12,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,172.66,5082021,0,5172021,72.91,5082021,0,0,NA,0,NA,0,"T",172.66,0,40.69,72.91,0,16.44,245.57,0,57.13,302.7,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","8600 ROSEMONT AVE"
"1636","8600","ASHTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.09,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,144.99,5232021,0,5272021,81.98,5232021,0,0,NA,0,NA,0,"O",144.99,0,1043.53,81.98,0,523.94,226.97,0,1567.47,1794.44,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8600 ASHTON AVE"
"1637","8300","FAUST AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.14,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,23.47,5122021,0,5172021,0,5122021,0,0,NA,0,NA,0,"O",23.47,23.47,831.78,40,0,319.18,63.47,23.47,1150.96,1237.9,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8300 FAUST AVE"
"1638","18500","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,4282021,0,5272021,15.53,4282021,0,0,NA,0,NA,0,"O",22.13,16.42,245.23,15.53,12.93,74.57,37.66,29.35,319.8,386.81,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","18500 TIREMAN ST"
"1639","8600","BRACE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,69.95,5272021,0,5172021,25.97,5272021,0,0,NA,0,NA,0,"O",0,0,104.2,0,0,38.68,0,0,142.88,142.88,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","8600 BRACE ST"
"1640","8400","STAHELIN AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.08,0.02,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,61.58,5082021,0,5172021,28.57,5082021,0,0,NA,0,NA,0,"O",61.58,0,258.38,28.57,0,119.71,90.15,0,378.09,468.24,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 STAHELIN AVE"
"1641","8200","BRACE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,5282021,0,5272021,15.53,5282021,0,0,NA,0,NA,0,"O",21.75,0,1347.05,15.26,0,456.42,37.01,0,1803.47,1840.48,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8200 BRACE ST"
"1642","19000","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,18.78,6022021,0,5172021,0,12312008,0,0,NA,0,NA,0,"O",18.78,0,433.31,0,0,0,18.78,0,433.31,452.09,1,0,1,"NO","NORMAL","A $150-$500","RESIDENTIAL","19000 TIREMAN ST"
"1643","8600","WARWICK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,61.06,1102020,0,5272021,31.18,1102020,0,0,NA,0,NA,0,"O",61.06,72.48,2694.92,31.18,36.4,1092.99,92.24,108.88,3787.91,3989.03,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8600 WARWICK ST"
"1644","8200","ARTESIAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,53.85,4272021,0,5172021,20.75,4272021,0,0,NA,0,NA,0,"O",53.85,0,1025.79,20.75,0,569.51,74.6,0,1595.3,1669.9,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","8200 ARTESIAN ST"
"1645","8600","STAHELIN AVE","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,3062020,3092020,5272021,0,3062020,3092020,2,NA,0,NA,0,"O",0,0,391.89,0,0,211.11,0,0,603,603,1,0,1,"NO","NORMAL","B $500-$1000","RESIDENTIAL","8600 STAHELIN AVE"
"1646","8400","PIEDMONT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,22.13,4212021,0,5272021,15.53,4212021,0,0,NA,0,NA,0,"O",22.13,10.72,193.77,15.53,10.32,57.25,37.66,21.04,251.02,309.72,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 PIEDMONT ST"
"1647","8400","WARWICK ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,119.13,5202021,0,5272021,59.87,5202021,0,0,NA,0,NA,0,"T",119.13,0,172.67,59.87,0,56.59,179,0,229.26,408.26,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8400 WARWICK ST"
"1648","19200","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,34.56,5232021,0,5272021,23.36,5232021,0,0,NA,0,NA,0,"O",34.56,0,542.7,23.36,0,222.46,57.92,0,765.16,823.08,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","19200 TIREMAN ST"
"1649","8100","GRANDVILLE AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.13,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,58.54,5192021,0,5172021,20.75,5192021,0,0,NA,0,NA,0,"O",0,0,241.94,0,0,90.15,0,0,332.09,332.09,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","8100 GRANDVILLE AVE"
"1650","8200","GRANDVILLE AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,40.42,5262021,0,5172021,14.17,5262021,0,0,NA,0,NA,0,"O",40.42,46.12,573.86,14.17,16.78,215.72,54.59,62.9,789.58,907.07,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","8200 GRANDVILLE AVE"
"1651","19400","TIREMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",1,"NON PAYMENT",0.03,0.08,0.03,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,5172021,37.74,5082021,0,5172021,15.53,5082021,0,0,NA,1,NA,0,"O",37.74,0,304.57,15.53,0,257.28,53.27,0,561.85,615.12,1,0,1,"YES","NON PAYMENT/WTR OFF LOCK","B $500-$1000","RESIDENTIAL","19400 TIREMAN ST"
"1652","8200","MINOCK ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.05,0.14,0.05,0,"RESIDENTIAL","RESIDENTIAL",54,54,NA,0,0,0,0,0,0,0,0,90,NA,0,NA,0,"O",0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","NORMAL","Other","RESIDENTIAL","8200 MINOCK ST"
